research,evaluator,criteria,middle_rating,lower_CI,upper_CI,confidence_level,row_created_date
The Effect of Public Science on Corporate R&D,Evaluator 2,adv_knowledge,46.0,42.0,50.0,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,claims,57.0,44.0,70.0,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,gp_relevance,67.0,62.0,71.0,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,journal_predict,3.6,3.1,4.1,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,logic_comms,68.0,62.0,74.0,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,merits_journal,2.8,2.4,3.2,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,methods,36.0,28.0,44.0,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,open_sci,65.0,62.0,68.0,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,overall,64.0,58.0,70.0,,2025-12-29T17:15:13
The Effect of Public Science on Corporate R&D,Evaluator 2,real_world,67.0,62.0,71.0,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,adv_knowledge,70.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,gp_relevance,60.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,journal_predict,4.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,logic_comms,75.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,merits_journal,4.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,methods,70.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,open_sci,65.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,overall,70.0,,,,2025-12-29T17:15:13
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous,real_world,60.0,,,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,adv_knowledge,70.0,55.0,75.0,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,gp_relevance,55.0,45.0,75.0,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,journal_predict,3.6,2.8,4.0,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,logic_comms,55.0,50.0,65.0,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,merits_journal,3.8,3.0,4.1,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,methods,60.0,55.0,70.0,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,open_sci,45.0,30.0,60.0,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,overall,65.0,55.0,74.0,,2025-12-29T17:15:13
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Evaluator 1,real_world,55.0,45.0,75.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,adv_knowledge,83.0,76.0,90.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,gp_relevance,83.0,76.0,90.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,journal_predict,4.0,3.5,4.5,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,logic_comms,77.0,74.0,80.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,merits_journal,4.0,3.5,4.5,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,methods,75.0,68.0,82.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,open_sci,35.0,20.0,50.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,overall,77.0,70.0,84.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 1,real_world,83.0,76.0,90.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,adv_knowledge,90.0,80.0,100.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,gp_relevance,86.0,79.0,93.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,journal_predict,4.6,4.1,5.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,logic_comms,79.0,69.0,89.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,merits_journal,4.7,4.4,5.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,methods,90.0,83.0,97.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,open_sci,88.0,82.0,95.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,overall,92.0,81.0,100.0,,2025-12-29T17:15:13
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Evaluator 2,real_world,86.0,79.0,93.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,adv_knowledge,90.0,89.0,91.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,claims,85.0,75.0,95.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,gp_relevance,85.0,80.0,90.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,journal_predict,4.5,4.0,5.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,logic_comms,85.0,75.0,95.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,merits_journal,4.5,4.0,5.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,methods,80.0,70.0,90.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,open_sci,25.0,10.0,40.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,overall,85.0,80.0,90.0,,2025-12-29T17:15:13
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,Anonymous,real_world,85.0,80.0,90.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,adv_knowledge,98.0,95.0,100.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,claims,92.0,85.0,100.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,gp_relevance,95.0,90.0,100.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,journal_predict,4.7,4.5,5.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,logic_comms,100.0,100.0,100.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,merits_journal,4.7,4.5,5.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,methods,88.0,75.0,100.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,open_sci,100.0,100.0,100.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,overall,90.0,80.0,100.0,,2025-12-29T17:15:13
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature 
(November 2024 version)",Evaluator 1,real_world,95.0,90.0,100.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,adv_knowledge,81.0,56.0,96.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,claims,79.0,16.0,90.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,gp_relevance,65.0,18.0,89.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,logic_comms,88.0,64.0,95.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,methods,75.0,33.0,88.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,open_sci,89.0,76.0,99.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,overall,71.0,27.0,87.0,,2025-12-29T17:15:13
The Returns to Science In the Presence of Technological Risks,Gregory J. Lewis,real_world,65.0,18.0,89.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,adv_knowledge,90.0,85.0,95.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,claims,70.0,65.0,75.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,gp_relevance,80.0,70.0,90.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,logic_comms,90.0,85.0,95.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,merits_journal,2.5,2.0,3.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,methods,65.0,60.0,70.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,open_sci,80.0,75.0,85.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,overall,80.0,70.0,90.0,,2025-12-29T17:15:13
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Evaluator 1,real_world,80.0,70.0,90.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,adv_knowledge,85.0,75.0,90.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,claims,93.0,90.0,96.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,gp_relevance,91.0,89.0,93.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,logic_comms,75.0,70.0,85.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,merits_journal,4.2,3.5,4.4,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,methods,85.0,80.0,90.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,open_sci,76.0,66.0,80.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,overall,87.0,84.0,90.0,,2025-12-29T17:15:13
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench,Evaluator 1,real_world,91.0,89.0,93.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,adv_knowledge,80.0,75.0,85.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,claims,70.0,65.0,75.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,gp_relevance,90.0,80.0,100.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,journal_predict,3.5,3.1,4.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,logic_comms,85.0,80.0,90.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,merits_journal,4.0,3.5,4.5,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,methods,70.0,65.0,75.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,open_sci,65.0,50.0,80.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,overall,70.0,60.0,80.0,,2025-12-29T17:15:13
"Towards best practices in AGI safety
and governance: A survey of expert opinion",Evaluator 1,real_world,90.0,80.0,100.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,adv_knowledge,70.0,60.0,80.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,claims,80.0,70.0,90.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,gp_relevance,70.0,60.0,80.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,logic_comms,80.0,70.0,90.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,methods,70.0,60.0,80.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,open_sci,80.0,70.0,90.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,overall,75.0,65.0,85.0,,2025-12-29T17:15:13
Towards best practices in AGI safety and governance: A survey of expert opinion,Evaluator 1,real_world,70.0,60.0,80.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,adv_knowledge,93.0,70.0,100.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,gp_relevance,90.0,80.0,100.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,journal_predict,4.7,4.0,5.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,logic_comms,80.0,70.0,90.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,merits_journal,4.7,4.0,5.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,methods,95.0,90.0,100.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,open_sci,90.0,80.0,100.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,overall,93.0,83.0,100.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 1,real_world,90.0,80.0,100.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,adv_knowledge,85.0,65.0,95.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,gp_relevance,87.0,74.0,98.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,journal_predict,4.0,2.5,5.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,logic_comms,76.0,40.0,91.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,merits_journal,4.0,2.5,5.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,methods,85.0,63.0,95.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,open_sci,30.0,10.0,75.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,overall,85.0,65.0,95.0,,2025-12-29T17:15:13
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Evaluator 2,real_world,87.0,74.0,98.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,adv_knowledge,65.0,45.0,85.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,gp_relevance,50.0,25.0,75.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,journal_predict,3.7,3.2,4.2,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,logic_comms,95.0,90.0,100.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,merits_journal,3.7,3.2,4.2,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,methods,75.0,65.0,85.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,open_sci,90.0,80.0,100.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,overall,85.0,75.0,95.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Evaluator 2,real_world,50.0,25.0,75.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,adv_knowledge,80.0,70.0,90.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,gp_relevance,20.0,0.0,40.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,journal_predict,3.5,2.0,5.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,logic_comms,50.0,30.0,70.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,merits_journal,2.5,2.0,3.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,methods,50.0,40.0,60.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,open_sci,50.0,20.0,70.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,overall,50.0,40.0,60.0,,2025-12-29T17:15:13
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,Hugh Sharma Waddington and Edoardo Masset,real_world,20.0,0.0,40.0,,2025-12-29T17:15:13
"When do ""Nudges"" Increase Welfare?",Evaluator 1,adv_knowledge,15.0,10.0,20.0,,2025-12-29T17:15:13
"When do ""Nudges"" Increase Welfare?",Evaluator 1,logic_comms,85.0,75.0,90.0,,2025-12-29T17:15:13
"When do ""Nudges"" Increase Welfare?",Evaluator 1,methods,80.0,50.0,90.0,,2025-12-29T17:15:13
"When do ""Nudges"" Increase Welfare?",Evaluator 1,open_sci,95.0,90.0,100.0,,2025-12-29T17:15:13
"When do ""Nudges"" Increase Welfare?",Evaluator 1,overall,85.0,70.0,95.0,,2025-12-29T17:15:13
"Yellow Vests, Pessimistic Beliefs, and Carbon Tax Aversion",yes,claims,90.0,,,,2025-12-29T17:15:13
"Yellow Vests, Pessimistic Beliefs, and Carbon Tax Aversion",yes,merits_journal,5.0,,,,2025-12-29T17:15:13
"Yellow Vests, Pessimistic Beliefs, and Carbon Tax Aversion",yes,methods,93.0,,,,2025-12-29T17:15:13
"Yellow Vests, Pessimistic Beliefs, and Carbon Tax Aversion",yes,overall,85.0,,,,2025-12-29T17:15:13
